Distributor,BrandName,Type,Price,BottleVolume,Description
H.A.R.R.E.L AB,H.A.R.R.E.L Barbados 13 Years,Dark rum,41.06,500,H.A.R.R.E.L Barbados 13 Years is the name of a brand of dark rum distributed by H.A.R.R.E.L AB. Bottles have a volume of 500 ml. The retail price is $41.06.
Sweden Spirit Group AB,JFS Silk Råmm,Light rum,18.72,700,JFS Silk Råmm is the name of a brand of light rum distributed by Sweden Spirit Group AB. Bottles have a volume of 700 ml. The retail price is $18.72.
Destilerías Unidas,Diplomático Selección De Familia,Dark rum,34.72,700,Diplomático Selección De Familia is the name of a brand of dark rum distributed by Destilerías Unidas. Bottles have a volume of 700 ml. The retail price is $34.72.
Havana Club International,Havana Club Pacto Navio,Dark rum,22.17,700,Havana Club Pacto Navio is the name of a brand of dark rum distributed by Havana Club International. Bottles have a volume of 700 ml. The retail price is $22.17.
Svenska Eldvatten,WeiRon Swedish Cask Finish 02,Dark rum,44.39,700,WeiRon Swedish Cask Finish 02 is the name of a brand of dark rum distributed by Svenska Eldvatten. Bottles have a volume of 700 ml. The retail price is $44.39.
Sovereign Brands,Bumbu XO,Dark rum,28.11,700,Bumbu XO is the name of a brand of dark rum distributed by Sovereign Brands. Bottles have a volume of 700 ml. The retail price is $28.11.
The Bitter Truth,Tiki Lovers White Rum,Light rum,26.61,700,Tiki Lovers White Rum is the name of a brand of light rum distributed by The Bitter Truth. Bottles have a volume of 700 ml. The retail price is $26.61.
The Bitter Truth,Tiki Lovers Dark Rum,Dark rum,26.61,700,Tiki Lovers Dark Rum is the name of a brand of dark rum distributed by The Bitter Truth. Bottles have a volume of 700 ml. The retail price is $26.61.
Ädel Smak by Per AB,A-Bay Spirit 8 Years Bourbon Cask Apelviken 8+,Dark rum,37.72,500,A-Bay Spirit 8 Years Bourbon Cask Apelviken 8+ is the name of a brand of dark rum distributed by Ädel Smak by Per AB. Bottles have a volume of 500 ml. The retail price is $37.72.
A-Bay Spirit,A-Bay Spirit Palma 12 Years,Dark rum,39.94,500,A-Bay Spirit Palma 12 Years is the name of a brand of dark rum distributed by A-Bay Spirit. Bottles have a volume of 500 ml. The retail price is $39.94.
Fairtransport,Tres Hombres Edition 32 Martinique,Dark rum,52.72,700,Tres Hombres Edition 32 Martinique is the name of a brand of dark rum distributed by Fairtransport. Bottles have a volume of 700 ml. The retail price is $52.72.
Fairtransport,Tres Hombres Edition 34 Republica Dominicana,Dark rum,45.5,700,Tres Hombres Edition 34 Republica Dominicana is the name of a brand of dark rum distributed by Fairtransport. Bottles have a volume of 700 ml. The retail price is $45.5.
Fairtransport,Tres Hombres Edition 31 Old Barbados,Dark rum,42.17,700,Tres Hombres Edition 31 Old Barbados is the name of a brand of dark rum distributed by Fairtransport. Bottles have a volume of 700 ml. The retail price is $42.17.
Fairtransport,Tres Hombres Edition 28 La Palma,Dark rum,38.83,700,Tres Hombres Edition 28 La Palma is the name of a brand of dark rum distributed by Fairtransport. Bottles have a volume of 700 ml. The retail price is $38.83.
1423 Aps,Esclavo XO Cognac Cask Finish,Dark rum,48.61,700,Esclavo XO Cognac Cask Finish is the name of a brand of dark rum distributed by 1423 Aps. Bottles have a volume of 700 ml. The retail price is $48.61.
1423 Aps,Esclavo XO Stauning Whisky Cask Finish,Dark rum,46.06,700,Esclavo XO Stauning Whisky Cask Finish is the name of a brand of dark rum distributed by 1423 Aps. Bottles have a volume of 700 ml. The retail price is $46.06.
1423 Aps,Esclavo 12 Years Speyside Whisky Cask Finish,Dark rum,34.94,700,Esclavo 12 Years Speyside Whisky Cask Finish is the name of a brand of dark rum distributed by 1423 Aps. Bottles have a volume of 700 ml. The retail price is $34.94.
1423 Aps,Esclavo 12 Years Sherry Cask Finish,Dark rum,34.94,700,Esclavo 12 Years Sherry Cask Finish is the name of a brand of dark rum distributed by 1423 Aps. Bottles have a volume of 700 ml. The retail price is $34.94.
1423 Aps,Esclavo 12 Years Stauning Whisky Cask Finish,Dark rum,34.94,700,Esclavo 12 Years Stauning Whisky Cask Finish is the name of a brand of dark rum distributed by 1423 Aps. Bottles have a volume of 700 ml. The retail price is $34.94.
Auld Rare Whisky Sweden,Ron Herrera 15 Years,Dark rum,33.28,500,Ron Herrera 15 Years is the name of a brand of dark rum distributed by Auld Rare Whisky Sweden. Bottles have a volume of 500 ml. The retail price is $33.28.
Nordmarkens Destilleri AB,Nordmarkens Rom,Dark rum,40.5,500,Nordmarkens Rom is the name of a brand of dark rum distributed by Nordmarkens Destilleri AB. Bottles have a volume of 500 ml. The retail price is $40.5.
Herida Aurum AB,No Borders New World Rum,Dark rum,26.39,500,No Borders New World Rum is the name of a brand of dark rum distributed by Herida Aurum AB. Bottles have a volume of 500 ml. The retail price is $26.39.
H & Z Brands,Björk Friendship Rum,Dark rum,49.72,500,Björk Friendship Rum is the name of a brand of dark rum distributed by H & Z Brands. Bottles have a volume of 500 ml. The retail price is $49.72.
Sweden Spirit Group AB,JFS Råmm Limited,Dark rum,208.28,700,JFS Råmm Limited is the name of a brand of dark rum distributed by Sweden Spirit Group AB. Bottles have a volume of 700 ml. The retail price is $208.28.
Edition Spirits,Kill Devil Uitvlugt 17 Years,Dark rum,73.28,700,Kill Devil Uitvlugt 17 Years is the name of a brand of dark rum distributed by Edition Spirits. Bottles have a volume of 700 ml. The retail price is $73.28.
Bristol Spirits,Caroni,Dark rum,130.5,700,Caroni is the name of a brand of dark rum distributed by Bristol Spirits. Bottles have a volume of 700 ml. The retail price is $130.5.
Bristol Spirits,Caroni Felicite Gold,Dark rum,77.67,700,Caroni Felicite Gold is the name of a brand of dark rum distributed by Bristol Spirits. Bottles have a volume of 700 ml. The retail price is $77.67.
Bristol Spirits,Caroni Blended,Dark rum,108.83,700,Caroni Blended is the name of a brand of dark rum distributed by Bristol Spirits. Bottles have a volume of 700 ml. The retail price is $108.83.
Bristol Spirits,Port Morant,Dark rum,57.72,700,Port Morant is the name of a brand of dark rum distributed by Bristol Spirits. Bottles have a volume of 700 ml. The retail price is $57.72.
Maison Ferrand,Plantation O.F.T.D,Dark rum,27.78,700,Plantation O.F.T.D is the name of a brand of dark rum distributed by Maison Ferrand. Bottles have a volume of 700 ml. The retail price is $27.78.
Rones del Caribe,Ron Roble Ron Extra Añejo,Dark rum,29.94,700,Ron Roble Ron Extra Añejo is the name of a brand of dark rum distributed by Rones del Caribe. Bottles have a volume of 700 ml. The retail price is $29.94.
Matusalem,Matusalem Solera 7 Blender,Dark rum,14.94,700,Matusalem Solera 7 Blender is the name of a brand of dark rum distributed by Matusalem. Bottles have a volume of 700 ml. The retail price is $14.94.
Matusalem,Matusalem Clásico Solera Blend 10,Dark rum,22.72,700,Matusalem Clásico Solera Blend 10 is the name of a brand of dark rum distributed by Matusalem. Bottles have a volume of 700 ml. The retail price is $22.72.
Matusalem,Matusalem Gran Reserva Solera Blend 15 Years,Dark rum,27.72,700,Matusalem Gran Reserva Solera Blend 15 Years is the name of a brand of dark rum distributed by Matusalem. Bottles have a volume of 700 ml. The retail price is $27.72.
Angostura,Angostura 1919 Premium Gold Rum,Dark rum,24.94,700,Angostura 1919 Premium Gold Rum is the name of a brand of dark rum distributed by Angostura. Bottles have a volume of 700 ml. The retail price is $24.94.
Müller de Bebidas,Cachaça 51,Light rum,14.94,700,Cachaça 51 is the name of a brand of light rum distributed by Müller de Bebidas. Bottles have a volume of 700 ml. The retail price is $14.94.
Destilerias Arehucas SA,Arehucas Reserva Especial 18 Years,Dark rum,33.28,700,Arehucas Reserva Especial 18 Years is the name of a brand of dark rum distributed by Destilerias Arehucas SA. Bottles have a volume of 700 ml. The retail price is $33.28.
Destilerías Unidas,Diplomático Mantuano,Dark rum,11.06,350,Diplomático Mantuano is the name of a brand of dark rum distributed by Destilerías Unidas. Bottles have a volume of 350 ml. The retail price is $11.06.
Destilerías Arehucas,Arehucas Reserva Especial 12 años,Dark rum,27.72,700,Arehucas Reserva Especial 12 años is the name of a brand of dark rum distributed by Destilerías Arehucas. Bottles have a volume of 700 ml. The retail price is $27.72.
Destilerías Arehucas,Arehucas Blanco,Light rum,14.78,700,Arehucas Blanco is the name of a brand of light rum distributed by Destilerías Arehucas. Bottles have a volume of 700 ml. The retail price is $14.78.
Svenska Eldvatten,WeiRon Black,Dark rum,30.5,700,WeiRon Black is the name of a brand of dark rum distributed by Svenska Eldvatten. Bottles have a volume of 700 ml. The retail price is $30.5.
Destilerías Arehucas,Arehucas Oro,Dark rum,14.78,700,Arehucas Oro is the name of a brand of dark rum distributed by Destilerías Arehucas. Bottles have a volume of 700 ml. The retail price is $14.78.
Sagatiba Brasil,Sagatiba Velha Cachaça,Dark rum,21.39,700,Sagatiba Velha Cachaça is the name of a brand of dark rum distributed by Sagatiba Brasil. Bottles have a volume of 700 ml. The retail price is $21.39.
Sagatiba Brasil,Sagatiba Pura Cristalina,Light rum,16.94,700,Sagatiba Pura Cristalina is the name of a brand of light rum distributed by Sagatiba Brasil. Bottles have a volume of 700 ml. The retail price is $16.94.
Rones del Caribe,Ron Roble Ultra Añejo 12 Años,Dark rum,31.06,700,Ron Roble Ultra Añejo 12 Años is the name of a brand of dark rum distributed by Rones del Caribe. Bottles have a volume of 700 ml. The retail price is $31.06.
Demerara Distillers,El Dorado 12 Years,Dark rum,23.78,700,El Dorado 12 Years is the name of a brand of dark rum distributed by Demerara Distillers. Bottles have a volume of 700 ml. The retail price is $23.78.
Demerara Distillers,El Dorado Special Reserve 21 Years,Dark rum,51.61,700,El Dorado Special Reserve 21 Years is the name of a brand of dark rum distributed by Demerara Distillers. Bottles have a volume of 700 ml. The retail price is $51.61.
Dusa,Diplomático Mantuano,Dark rum,22.17,700,Diplomático Mantuano is the name of a brand of dark rum distributed by Dusa. Bottles have a volume of 700 ml. The retail price is $22.17.
Bristol Spirits,Caroni VSOC 10 Years,Dark rum,67.72,700,Caroni VSOC 10 Years is the name of a brand of dark rum distributed by Bristol Spirits. Bottles have a volume of 700 ml. The retail price is $67.72.
Bristol Spirits,Bristol Classic Rum Belize Travellers,Dark rum,49.89,700,Bristol Classic Rum Belize Travellers is the name of a brand of dark rum distributed by Bristol Spirits. Bottles have a volume of 700 ml. The retail price is $49.89.
Bristol Spirits,Bristol Classic Rum Cuba Sancti Spriritus,Dark rum,66.06,700,Bristol Classic Rum Cuba Sancti Spriritus is the name of a brand of dark rum distributed by Bristol Spirits. Bottles have a volume of 700 ml. The retail price is $66.06.
Las Industrias Pampero,Pampero Blanco,Light rum,13.28,700,Pampero Blanco is the name of a brand of light rum distributed by Las Industrias Pampero. Bottles have a volume of 700 ml. The retail price is $13.28.
Las Industrias Pampero,Pampero Ron Añejo Especial,Dark rum,13.83,700,Pampero Ron Añejo Especial is the name of a brand of dark rum distributed by Las Industrias Pampero. Bottles have a volume of 700 ml. The retail price is $13.83.
Sailor Jerry Rum,Sailor Jerry Spiced Rum,Spiced rum,16.61,700,Sailor Jerry Spiced Rum is the name of a brand of spiced rum distributed by Sailor Jerry Rum. Bottles have a volume of 700 ml. The retail price is $16.61.
Domaine de l'Acajou,Clément Millésimé,Dark rum,77.72,700,Clément Millésimé is the name of a brand of dark rum distributed by Domaine de l'Acajou. Bottles have a volume of 700 ml. The retail price is $77.72.
Bacardi,Bacardi Carta Oro,Dark rum,14.39,700,Bacardi Carta Oro is the name of a brand of dark rum distributed by Bacardi. Bottles have a volume of 700 ml. The retail price is $14.39.
Wray & Nephew,Appleton Estate 21 Years,Dark rum,72.17,700,Appleton Estate 21 Years is the name of a brand of dark rum distributed by Wray & Nephew. Bottles have a volume of 700 ml. The retail price is $72.17.
Habitation Lajus,J Bally 12 Years,Dark rum,38.83,700,J Bally 12 Years is the name of a brand of dark rum distributed by Habitation Lajus. Bottles have a volume of 700 ml. The retail price is $38.83.
Bacardi,Bacardi Limón,Flavored rum,13.11,700,Bacardi Limón is the name of a brand of Flavored rum distributed by Bacardi. Bottles have a volume of 700 ml. The retail price is $13.11.
Mount Gay,Mount Gay Eclipse,Dark rum,17.44,700,Mount Gay Eclipse is the name of a brand of dark rum distributed by Mount Gay. Bottles have a volume of 700 ml. The retail price is $17.44.
Bacardi,Bacardi Razz,Flavored rum,13.11,700,Bacardi Razz is the name of a brand of Flavored rum distributed by Bacardi. Bottles have a volume of 700 ml. The retail price is $13.11.
Captain Morgan,Captain Morgan Dark Rum,Dark rum,13.83,700,Captain Morgan Dark Rum is the name of a brand of dark rum distributed by Captain Morgan. Bottles have a volume of 700 ml. The retail price is $13.83.
Brugal & Co,Brugal Añejo,Dark rum,14.94,700,Brugal Añejo is the name of a brand of dark rum distributed by Brugal & Co. Bottles have a volume of 700 ml. The retail price is $14.94.
Ron Companero 1423 ApS,Compañero Ron Gran Reserva,Dark rum,31.78,700,Compañero Ron Gran Reserva is the name of a brand of dark rum distributed by Ron Companero 1423 ApS. Bottles have a volume of 700 ml. The retail price is $31.78.
Bodegas y destilerias del sur S.A.,Ron Magec Añejo XO Pedro Ximenez,Dark rum,36.33,700,Ron Magec Añejo XO Pedro Ximenez is the name of a brand of dark rum distributed by Bodegas y destilerias del sur S.A.. Bottles have a volume of 700 ml. The retail price is $36.33.
Bodegas y destilerias del sur S.A.,Rum Magec Añejo XO Oloroso,Dark rum,36.17,700,Rum Magec Añejo XO Oloroso is the name of a brand of dark rum distributed by Bodegas y destilerias del sur S.A.. Bottles have a volume of 700 ml. The retail price is $36.17.
Ron Abuelo Panama,Ron Abuelo 7 Años Reserva Superior,Dark rum,19.39,700,Ron Abuelo 7 Años Reserva Superior is the name of a brand of dark rum distributed by Ron Abuelo Panama. Bottles have a volume of 700 ml. The retail price is $19.39.
Ron Abuelo Panama,Ron Abuelo 12 Años Gran Reserva,Dark rum,27.72,700,Ron Abuelo 12 Años Gran Reserva is the name of a brand of dark rum distributed by Ron Abuelo Panama. Bottles have a volume of 700 ml. The retail price is $27.72.
Ron Abuelo Panama,Ron Abuelo XV Años Tawny Port Cask Finish,Dark rum,47.17,700,Ron Abuelo XV Años Tawny Port Cask Finish is the name of a brand of dark rum distributed by Ron Abuelo Panama. Bottles have a volume of 700 ml. The retail price is $47.17.
Ron Abuelo Panama,Ron Abuelo XV Años Oloroso Sherry Cask Finish,Dark rum,47.17,700,Ron Abuelo XV Años Oloroso Sherry Cask Finish is the name of a brand of dark rum distributed by Ron Abuelo Panama. Bottles have a volume of 700 ml. The retail price is $47.17.
Ron Abuelo Panama,Ron Abuelo XV Años Napoleon Cognac Cask Finish,Dark rum,47.17,700,Ron Abuelo XV Años Napoleon Cognac Cask Finish is the name of a brand of dark rum distributed by Ron Abuelo Panama. Bottles have a volume of 700 ml. The retail price is $47.17.
Bacardi,Bacardi Carta Blanca,Light rum,13.83,700,Bacardi Carta Blanca is the name of a brand of light rum distributed by Bacardi. Bottles have a volume of 700 ml. The retail price is $13.83.
Bacardi,Bacardi Carta Blanca,Light rum,7.5,350,Bacardi Carta Blanca is the name of a brand of light rum distributed by Bacardi. Bottles have a volume of 350 ml. The retail price is $7.5.
Bardinet,Negrita Dark,Dark rum,6.78,350,Negrita Dark is the name of a brand of dark rum distributed by Bardinet. Bottles have a volume of 350 ml. The retail price is $6.78.
Cognac Ferrand,Plantation Grande Reserve Barbados,Dark rum,16.06,700,Plantation Grande Reserve Barbados is the name of a brand of dark rum distributed by Cognac Ferrand. Bottles have a volume of 700 ml. The retail price is $16.06.
Barceló,Ron Barceló Imperial,Dark rum,22.17,700,Ron Barceló Imperial is the name of a brand of dark rum distributed by Barceló. Bottles have a volume of 700 ml. The retail price is $22.17.
Havana Club International,Havana Club Añejo Especial,Dark rum,15.5,700,Havana Club Añejo Especial is the name of a brand of dark rum distributed by Havana Club International. Bottles have a volume of 700 ml. The retail price is $15.5.
Barceló,Barceló Gran Añejo,Dark rum,14.39,700,Barceló Gran Añejo is the name of a brand of dark rum distributed by Barceló. Bottles have a volume of 700 ml. The retail price is $14.39.
Barceló,Barceló Gran Añejo,Dark rum,7.72,350,Barceló Gran Añejo is the name of a brand of dark rum distributed by Barceló. Bottles have a volume of 350 ml. The retail price is $7.72.
Destilerías Unidas,Diplomático Reserva Exclusiva,Dark rum,29.17,700,Diplomático Reserva Exclusiva is the name of a brand of dark rum distributed by Destilerías Unidas. Bottles have a volume of 700 ml. The retail price is $29.17.
Domaine de l'Acajou,Clément VSOP Rhum Vieux Agricole,Dark rum,27.72,700,Clément VSOP Rhum Vieux Agricole is the name of a brand of dark rum distributed by Domaine de l'Acajou. Bottles have a volume of 700 ml. The retail price is $27.72.
Cognac Ferrand,Plantation 20th Anniversary XO Barbados,Dark rum,28.83,700,Plantation 20th Anniversary XO Barbados is the name of a brand of dark rum distributed by Cognac Ferrand. Bottles have a volume of 700 ml. The retail price is $28.83.
Destilerías Arehucas,Arehucas Capitan Kidd,Dark rum,93.17,700,Arehucas Capitan Kidd is the name of a brand of dark rum distributed by Destilerías Arehucas. Bottles have a volume of 700 ml. The retail price is $93.17.
Diageo Plc,Ron Zacapa Gran Reserva,Dark rum,31.61,700,Ron Zacapa Gran Reserva is the name of a brand of dark rum distributed by Diageo Plc. Bottles have a volume of 700 ml. The retail price is $31.61.
Matusalem,Matusalem Gran Reserva Solera Blend 23,Dark rum,49.94,700,Matusalem Gran Reserva Solera Blend 23 is the name of a brand of dark rum distributed by Matusalem. Bottles have a volume of 700 ml. The retail price is $49.94.
Haromex Development GmbH,Vizcaya Cask 21,Dark rum,44.33,700,Vizcaya Cask 21 is the name of a brand of dark rum distributed by Haromex Development GmbH. Bottles have a volume of 700 ml. The retail price is $44.33.
Haromex Development GmbH,Vizcaya Cask 12,Dark rum,31.06,700,Vizcaya Cask 12 is the name of a brand of dark rum distributed by Haromex Development GmbH. Bottles have a volume of 700 ml. The retail price is $31.06.
Alebrand spirits company LLC,Atlantico Reserva,Dark rum,25.5,700,Atlantico Reserva is the name of a brand of dark rum distributed by Alebrand spirits company LLC. Bottles have a volume of 700 ml. The retail price is $25.5.
Alebrand spirits company LLC,Atlantico Gran Reserva,Dark rum,32.17,700,Atlantico Gran Reserva is the name of a brand of dark rum distributed by Alebrand spirits company LLC. Bottles have a volume of 700 ml. The retail price is $32.17.
Blackadder,Guyana Diamond 14 Years,Dark rum,66.56,700,Guyana Diamond 14 Years is the name of a brand of dark rum distributed by Blackadder. Bottles have a volume of 700 ml. The retail price is $66.56.
Bodegas de America,Malteco Reserva Maya 15 Years,Dark rum,25.94,700,Malteco Reserva Maya 15 Years is the name of a brand of dark rum distributed by Bodegas de America. Bottles have a volume of 700 ml. The retail price is $25.94.
Bodegas de America,Rom Malteco Reserva del Fundador 20 años,Dark rum,38.83,700,Rom Malteco Reserva del Fundador 20 años is the name of a brand of dark rum distributed by Bodegas de America. Bottles have a volume of 700 ml. The retail price is $38.83.
Bodegas de America,Rom Malteco Añejo Suave 10 Years Old,Dark rum,22.17,700,Rom Malteco Añejo Suave 10 Years Old is the name of a brand of dark rum distributed by Bodegas de America. Bottles have a volume of 700 ml. The retail price is $22.17.
Havana Club International,Havana Club Selección de Maestro,Dark rum,22.72,700,Havana Club Selección de Maestro is the name of a brand of dark rum distributed by Havana Club International. Bottles have a volume of 700 ml. The retail price is $22.72.
Mount Gay,Mount Gay Rum Extra Old,Dark rum,29.39,700,Mount Gay Rum Extra Old is the name of a brand of dark rum distributed by Mount Gay. Bottles have a volume of 700 ml. The retail price is $29.39.
Bacardi,Bacardi Spiced,Spiced rum,13.28,700,Bacardi Spiced is the name of a brand of spiced rum distributed by Bacardi. Bottles have a volume of 700 ml. The retail price is $13.28.
Edition Spirits,Guyana Kill Devil Pot Still 12 Years,Dark rum,66.56,700,Guyana Kill Devil Pot Still 12 Years is the name of a brand of dark rum distributed by Edition Spirits. Bottles have a volume of 700 ml. The retail price is $66.56.
Edition Spirits,Trinidad Kill Devil 18 Years,Dark rum,153.67,700,Trinidad Kill Devil 18 Years is the name of a brand of dark rum distributed by Edition Spirits. Bottles have a volume of 700 ml. The retail price is $153.67.
Edition Spirits,Guyana Kill Devil Column Still 15 Years,Dark rum,73.78,700,Guyana Kill Devil Column Still 15 Years is the name of a brand of dark rum distributed by Edition Spirits. Bottles have a volume of 700 ml. The retail price is $73.78.
Bodegas de America,Malteco Seleccion 1987,Dark rum,110.5,700,Malteco Seleccion 1987 is the name of a brand of dark rum distributed by Bodegas de America. Bottles have a volume of 700 ml. The retail price is $110.5.
Cognac Ferrand,Plantation Trinidad,Dark rum,24.39,700,Plantation Trinidad is the name of a brand of dark rum distributed by Cognac Ferrand. Bottles have a volume of 700 ml. The retail price is $24.39.
AB No1 Brands,No.1 Old Caribbean Dark Spiced,Spiced rum,13.28,700,No.1 Old Caribbean Dark Spiced is the name of a brand of spiced rum distributed by AB No1 Brands. Bottles have a volume of 700 ml. The retail price is $13.28.
Destilerías Unidas,Diplomático Ambassador,Dark rum,131.61,700,Diplomático Ambassador is the name of a brand of dark rum distributed by Destilerías Unidas. Bottles have a volume of 700 ml. The retail price is $131.61.
,Zacapa XO,Dark rum,64.39,700,Zacapa XO is the name of a brand of dark rum distributed by . Bottles have a volume of 700 ml. The retail price is $64.39.
Galatea Spirits AB,Brave Navigator,Flavored rum,11.72,700,Brave Navigator is the name of a brand of Flavored rum distributed by Galatea Spirits AB. Bottles have a volume of 700 ml. The retail price is $11.72.
Matusalem,Matusalem Platino,Light rum,15.5,700,Matusalem Platino is the name of a brand of light rum distributed by Matusalem. Bottles have a volume of 700 ml. The retail price is $15.5.
Wray & Nephew,Appleton Estate Rare Blend 12 Years,Dark rum,22.72,700,Appleton Estate Rare Blend 12 Years is the name of a brand of dark rum distributed by Wray & Nephew. Bottles have a volume of 700 ml. The retail price is $22.72.
Alcoholes y Rones de Panama,Ron de Jeremy Reserva,Dark rum,22.17,700,Ron de Jeremy Reserva is the name of a brand of dark rum distributed by Alcoholes y Rones de Panama. Bottles have a volume of 700 ml. The retail price is $22.17.
Pusser's Rum Company,Pusser's Rum British Navy,Dark rum,27.67,700,Pusser's Rum British Navy is the name of a brand of dark rum distributed by Pusser's Rum Company. Bottles have a volume of 700 ml. The retail price is $27.67.
Brugal & Co,Brugal Especial Extra Dry,Light rum,14.94,700,Brugal Especial Extra Dry is the name of a brand of light rum distributed by Brugal & Co. Bottles have a volume of 700 ml. The retail price is $14.94.
JLF Agropecuária Ltda,Magnifica Tradicional,Light rum,27.5,700,Magnifica Tradicional is the name of a brand of light rum distributed by JLF Agropecuária Ltda. Bottles have a volume of 700 ml. The retail price is $27.5.
JLF Agropecuária Ltda,Magnifica Reserva Soleira,Light rum,42.22,700,Magnifica Reserva Soleira is the name of a brand of light rum distributed by JLF Agropecuária Ltda. Bottles have a volume of 700 ml. The retail price is $42.22.
JLF Agropecuária Ltda,Magnifica Envelhecida,Light rum,29.61,700,Magnifica Envelhecida is the name of a brand of light rum distributed by JLF Agropecuária Ltda. Bottles have a volume of 700 ml. The retail price is $29.61.
Oliver & Oliver,Ron Quorhum Solera XO QRM,Dark rum,22.17,500,Ron Quorhum Solera XO QRM is the name of a brand of dark rum distributed by Oliver & Oliver. Bottles have a volume of 500 ml. The retail price is $22.17.
Destilerías Unidas,Hacienda Saruro Licor de Ron Anejo,Flavored rum,27.89,700,Hacienda Saruro Licor de Ron Anejo is the name of a brand of Flavored rum distributed by Destilerías Unidas. Bottles have a volume of 700 ml. The retail price is $27.89.
Kraken,The Kraken,Spiced rum,17.72,700,The Kraken is the name of a brand of spiced rum distributed by Kraken. Bottles have a volume of 700 ml. The retail price is $17.72.
Angostura,Angostura 7 Years Old,Dark rum,20.33,700,Angostura 7 Years Old is the name of a brand of dark rum distributed by Angostura. Bottles have a volume of 700 ml. The retail price is $20.33.
Angostura,Angostura 5 Years Old,Dark rum,18.44,700,Angostura 5 Years Old is the name of a brand of dark rum distributed by Angostura. Bottles have a volume of 700 ml. The retail price is $18.44.
Angostura,Angostura Reserva,Light rum,15.61,700,Angostura Reserva is the name of a brand of light rum distributed by Angostura. Bottles have a volume of 700 ml. The retail price is $15.61.
Bardinet,Negrita White Rum,Light rum,12.5,700,Negrita White Rum is the name of a brand of light rum distributed by Bardinet. Bottles have a volume of 700 ml. The retail price is $12.5.
Captain Morgan,Captain Morgan Spiced Gold,Spiced rum,8.33,350,Captain Morgan Spiced Gold is the name of a brand of spiced rum distributed by Captain Morgan. Bottles have a volume of 350 ml. The retail price is $8.33.
Williams & Humbert,Dos Maderas PX 5+5,Dark rum,25.5,700,Dos Maderas PX 5+5 is the name of a brand of dark rum distributed by Williams & Humbert. Bottles have a volume of 700 ml. The retail price is $25.5.
Zuidam Distillers BV,Flying Dutchman Rum,Light rum,27.11,700,Flying Dutchman Rum is the name of a brand of light rum distributed by Zuidam Distillers BV. Bottles have a volume of 700 ml. The retail price is $27.11.
,Atlantico Platino,Light rum,20.5,700,Atlantico Platino is the name of a brand of light rum distributed by . Bottles have a volume of 700 ml. The retail price is $20.5.
Cognac Ferrand,Plantation 3 Stars White Rum,Light rum,14.94,700,Plantation 3 Stars White Rum is the name of a brand of light rum distributed by Cognac Ferrand. Bottles have a volume of 700 ml. The retail price is $14.94.
Industria Licorera Quezalteca,Botran Solera 1893 Gran Reserva Añejo,Dark rum,24.39,700,Botran Solera 1893 Gran Reserva Añejo is the name of a brand of dark rum distributed by Industria Licorera Quezalteca. Bottles have a volume of 700 ml. The retail price is $24.39.
Bodegas de America,Zafra 30 Years,Dark rum,141.61,700,Zafra 30 Years is the name of a brand of dark rum distributed by Bodegas de America. Bottles have a volume of 700 ml. The retail price is $141.61.
The Bitter Truth,The Bitter Truth Golden Falernum,Flavored rum,18.22,500,The Bitter Truth Golden Falernum is the name of a brand of Flavored rum distributed by The Bitter Truth. Bottles have a volume of 500 ml. The retail price is $18.22.
Demerara Distillers,El Dorado 15 Years,Dark rum,29.39,700,El Dorado 15 Years is the name of a brand of dark rum distributed by Demerara Distillers. Bottles have a volume of 700 ml. The retail price is $29.39.
Diageo Plc,Captain Morgan Black Spiced,Spiced rum,15.5,700,Captain Morgan Black Spiced is the name of a brand of spiced rum distributed by Diageo Plc. Bottles have a volume of 700 ml. The retail price is $15.5.
Oliver & Oliver,Cubaney Centenario,Dark rum,82.78,700,Cubaney Centenario is the name of a brand of dark rum distributed by Oliver & Oliver. Bottles have a volume of 700 ml. The retail price is $82.78.
Brugal & Co,Brugal 1888 Gran Reserva Familiar,Dark rum,30.5,700,Brugal 1888 Gran Reserva Familiar is the name of a brand of dark rum distributed by Brugal & Co. Bottles have a volume of 700 ml. The retail price is $30.5.
Destilerías Unidas,Diplomático Single Vintage,Dark rum,70.5,700,Diplomático Single Vintage is the name of a brand of dark rum distributed by Destilerías Unidas. Bottles have a volume of 700 ml. The retail price is $70.5.
Casa D'aristi,Ron Caribe Silver Premium,Light rum,16.61,700,Ron Caribe Silver Premium is the name of a brand of light rum distributed by Casa D'aristi. Bottles have a volume of 700 ml. The retail price is $16.61.
Casa D'aristi,Ron Caribe Añejo Superior 5 Años,Dark rum,22.17,700,Ron Caribe Añejo Superior 5 Años is the name of a brand of dark rum distributed by Casa D'aristi. Bottles have a volume of 700 ml. The retail price is $22.17.
Bodegas Esfer,Origenes Reserva Especial 18 Years,Dark rum,41.61,700,Origenes Reserva Especial 18 Years is the name of a brand of dark rum distributed by Bodegas Esfer. Bottles have a volume of 700 ml. The retail price is $41.61.
AB No1 Brands,No.1 Super Premium Light Rum,Light rum,14.94,700,No.1 Super Premium Light Rum is the name of a brand of light rum distributed by AB No1 Brands. Bottles have a volume of 700 ml. The retail price is $14.94.
Kikusui Shuzo Co.Ltd,Ryoma Japanese Rum Oak Cask 7 Years,Dark rum,44.28,700,Ryoma Japanese Rum Oak Cask 7 Years is the name of a brand of dark rum distributed by Kikusui Shuzo Co.Ltd. Bottles have a volume of 700 ml. The retail price is $44.28.
